country,region,polyarchy,clientelism,corruption,womens_emp,gdp_pc,inf_mort,life_exp,education
Sweden,The West,0.9181363636363636,0.03513636363636364,0.005363636363636364,0.9506363636363636,43.133,2.78125,81.70454545454545,11.77
Denmark,The West,0.9129545454545455,0.03240909090909091,0.002,0.9636818181818182,43.22905,3.73125,79.55454545454546,12.057500000000001
Costa Rica,Latin America,0.9069545454545455,0.1683181818181818,0.18581818181818183,0.9417272727272727,13.61805,9.20625,79.6,7.3475
Norway,The West,0.8963181818181818,0.024863636363636366,0.0075,0.9447727272727272,56.4068,2.94375,81.30454545454546,12.5525
Germany,The West,0.8937272727272727,0.032590909090909094,0.011727272727272727,0.9566363636363636,40.14315,3.7125,80.26363636363637,12.9575
Switzerland,The West,0.8932727272727273,0.0575,0.025136363636363637,0.9394545454545454,50.21575,4.06875,82.60909090909091,12.6875
New Zealand,The West,0.8923636363636364,0.04472727272727273,0.007954545454545455,0.9470454545454545,32.8968,5.30625,80.65454545454546,12.2775
Portugal,The West,0.8882727272727273,0.03831818181818182,0.107,0.9321818181818182,25.89545,3.69375,79.98636363636363,7.7
Uruguay,Latin America,0.888,0.05168181818181818,0.048590909090909094,0.8641363636363636,16.3797,11.55,76.35909090909091,8.625
Belgium,The West,0.8878636363636364,0.047181818181818186,0.022,0.9445454545454545,39.6854,3.9,80.11363636363636,11.15
France,The West,0.8856363636363637,0.04577272727272727,0.05718181818181818,0.9421818181818181,37.68035,3.7625,81.48636363636363,12.305
Australia,The West,0.8835454545454545,0.06581818181818182,0.032,0.9407727272727272,44.37195,4.2875,81.92727272727272,13.102500000000001
Ireland,The West,0.8835454545454545,0.1703181818181818,0.05381818181818182,0.9031818181818182,51.34925,4.14375,80.25,10.555
Chile,Latin America,0.8808636363636364,0.12027272727272727,0.06886363636363636,0.8693636363636363,19.23525,7.75625,78.78181818181818,10.2575
Estonia,Eastern Europe,0.8783636363636363,0.09659090909090909,0.04509090909090909,0.9268181818181819,23.36105,4.95,75.26363636363637,11.407136363636363
Spain,The West,0.8779545454545454,0.07145454545454545,0.04790909090909091,0.9508181818181818,32.51225,4.39375,81.7090909090909,10.07
Finland,The West,0.8771818181818182,0.061454545454545456,0.017499999999999998,0.9492727272727273,37.6085,2.75625,80.42727272727272,11.89
Greece,The West,0.8771818181818182,0.16822727272727273,0.24304545454545456,0.9224545454545455,26.14845,4.71875,80.14545454545454,10.4925
Luxembourg,The West,0.8767727272727273,0.053954545454545456,0.04127272727272727,0.8877272727272727,77.6079,2.45625,80.93181818181819,NA
Iceland,The West,0.8715454545454545,0.0689090909090909,0.014681818181818181,0.926409090909091,45.89605,2.20625,82.6,11.19140909090909
Czech Republic,Eastern Europe,0.8714545454545455,0.10931818181818181,0.23154545454545455,0.9177272727272727,28.68225,3.9875,77.71363636363637,11.123545454545454
United States of America,The West,0.8695,0.09181818181818183,0.06868181818181818,0.9096818181818183,54.25075,6.4625,78.31818181818181,13.459999999999999
Netherlands,The West,0.8692727272727273,0.019636363636363636,0.01913636363636364,0.9275,44.5381,4.10625,80.56818181818181,11.4675
United Kingdom,The West,0.8675454545454545,0.10036363636363636,0.044454545454545455,0.9064090909090909,37.30675,4.68125,80.08181818181818,13.2425
Austria,The West,0.8642272727272727,0.07713636363636364,0.0870909090909091,0.9373636363636364,41.2474,3.7875,80.7090909090909,11.435
Italy,The West,0.8581363636363636,0.18609090909090908,0.2255909090909091,0.9185909090909091,33.5523,3.63125,81.83636363636363,10.782499999999999
Slovakia,Eastern Europe,0.8419545454545454,0.14663636363636365,0.3415909090909091,0.8906363636363637,23.78335,7.825,75.79545454545455,11.035181818181819
Japan,Asia,0.8390454545454545,0.19977272727272727,0.10436363636363637,0.8035454545454546,36.95735,2.575,83.4590909090909,13.035
Slovenia,Eastern Europe,0.8377727272727272,0.1464090909090909,0.2982727272727273,0.9116818181818181,29.5103,3.1625,79.43181818181819,NA
Cyprus,The West,0.8369545454545454,0.20172727272727273,0.169,0.8377727272727272,28.41405,3.61875,79.3,9.107909090909091
Brazil,Latin America,0.8325454545454546,0.3485,0.5030454545454546,0.8093636363636363,11.0139,18.45,73.7909090909091,7.99
Canada,The West,0.8315,0.06040909090909091,0.03618181818181818,0.9251363636363636,43.0428,4.9625,81.30454545454546,13.02
Lithuania,Eastern Europe,0.8312727272727273,0.18768181818181817,0.1673181818181818,0.9213636363636364,21.50355,6.6625,73.44545454545455,11.235818181818182
Poland,Eastern Europe,0.8265,0.13127272727272726,0.10445454545454545,0.9097272727272727,19.60575,5.90625,76.35909090909091,9.474181818181819
Latvia,Eastern Europe,0.8155454545454546,0.26404545454545453,0.16668181818181818,0.9468181818181818,19.87965,9.85625,73.25,10.816545454545455
South Korea,Asia,0.8095454545454546,0.19718181818181818,0.1784090909090909,0.8750454545454546,32.785199999999996,4.2,80.58636363636364,12.78
Taiwan,Asia,0.7965,0.298,0.3209090909090909,0.8909545454545454,41.67455,5.833333333333333,79.2,NA
Argentina,Latin America,0.7961818181818182,0.42586363636363633,0.44872727272727275,0.8697727272727273,15.322799999999999,14.30625,75.64090909090909,8.67
Malta,The West,0.7926363636363637,0.23827272727272727,0.20477272727272727,0.8394545454545455,28.8431,5.85625,81.0090909090909,NA
Croatia,Eastern Europe,0.7843636363636364,0.22622727272727272,0.35318181818181815,0.9141363636363636,19.49545,5.2437499999999995,76.86363636363636,NA
Jamaica,Latin America,0.7782727272727272,0.5430909090909091,0.17563636363636365,0.8984545454545455,7.11495,16.1625,76.15,8.98
Suriname,Latin America,0.7777727272727273,0.5102272727272728,0.27645454545454545,0.8481363636363636,10.78365,24.1125,71.72727272727272,NA
Barbados,Latin America,0.7772727272727273,0.26645454545454544,0.12327272727272727,0.8780454545454546,17.91325,14.08125,75.88636363636364,9.549727272727273
Peru,Latin America,0.7702272727272728,0.5558636363636363,0.6098181818181818,0.7908636363636364,8.34995,19.55,77.96818181818182,8.737499999999999
Cape Verde,Africa,0.7676818181818182,0.26845454545454545,0.1837272727272727,0.8007272727272727,5.3576,23.60625,73.29545454545455,NA
Trinidad and Tobago,Latin America,0.7646818181818182,0.32831818181818184,0.1388181818181818,0.8919090909090909,27.4331,22.225,73.4090909090909,9.504318181818181
South Africa,Africa,0.76,0.36072727272727273,0.4274090909090909,0.8751363636363636,10.7561,45.20625,58.32727272727273,7.77
Mauritius,Africa,0.7525454545454545,0.3975909090909091,0.4875909090909091,0.7888181818181818,18.91345,13.65,74.22272727272727,7.679181818181818
Panama,Latin America,0.7470454545454546,0.6817727272727273,0.5615454545454546,0.7984545454545454,16.5718,18.224999999999998,78.69090909090909,8.9525
Israel,Middle East,0.746,0.1265,0.13290909090909092,0.8833636363636364,33.16595,4.175,81.4,10.660727272727271
Ghana,Africa,0.734,0.5138636363636364,0.6408636363636364,0.8259090909090909,4.01425,53.54375,62.50454545454546,5.53
Hungary,Eastern Europe,0.7259545454545454,0.3923181818181818,0.3906818181818182,0.8626363636363636,20.089199999999998,6.75625,74.67727272727272,11.08
Botswana,Africa,0.6994545454545454,0.19272727272727272,0.15354545454545454,0.7454090909090909,12.45075,43.7125,55.38636363636363,9.694727272727272
Senegal,Africa,0.6987272727272726,0.5075909090909091,0.3527727272727273,0.8205,2.6239,52.6625,65.30454545454546,2.8850000000000002
Bulgaria,Eastern Europe,0.6851818181818182,0.42686363636363633,0.4415909090909091,0.9268636363636363,14.61895,12.825,72.14090909090909,11.115
Vanuatu,Asia,0.6818636363636363,0.48163636363636364,0.4465,0.6726363636363636,3.1247,23.61875,64.49090909090908,NA
Indonesia,Asia,0.6761818181818181,0.5458181818181819,0.7656818181818182,0.7108636363636364,7.39295,30.9375,69.38636363636364,NA
Sao Tome and Principe,Africa,0.6751363636363636,0.48059090909090907,0.30468181818181816,0.8214090909090909,2.7636,44.575,68.55,NA
Bolivia,Latin America,0.6742727272727272,0.36722727272727274,0.6915454545454546,0.7484545454545455,4.58495,42.60625,69.99545454545455,8.122727272727273
Mongolia,Eastern Europe,0.6735909090909091,0.42009090909090907,0.6013181818181818,0.8411363636363636,6.2165,31.0625,65.22727272727272,NA
Namibia,Africa,0.6735909090909091,0.28363636363636363,0.21054545454545456,0.8275,8.1756,41.5375,59.74090909090909,6.067818181818182
Romania,Eastern Europe,0.6681363636363636,0.4637727272727273,0.5922272727272727,0.8434999999999999,13.4821,15.58125,73.76818181818182,10.214681818181818
Mexico,Latin America,0.6574090909090909,0.41554545454545455,0.6352727272727272,0.7493636363636363,15.04785,15.8125,75.15454545454546,8.3675
India,Asia,0.6511818181818182,0.4982727272727273,0.46004545454545454,0.6860454545454545,4.51035,51.34375,67.39545454545454,4.7575
Ecuador,Latin America,0.6424545454545454,0.5063636363636363,0.6375454545454545,0.8310454545454545,8.783,22.96875,74.82727272727273,8.4365
Colombia,Latin America,0.6181363636363637,0.696590909090909,0.48209090909090907,0.7516363636363637,11.1169,17.20625,77.77727272727273,7.4420909090909095
Benin,Africa,0.6150454545454546,0.5038181818181818,0.5349090909090909,0.8554999999999999,2.25175,75.5625,61.06363636363636,2.75
Guyana,Latin America,0.6029545454545454,0.4844090909090909,0.5263636363636364,0.8652727272727273,8.12955,34.2125,65.63181818181818,8.784045454545454
Bosnia and Herzegovina,Eastern Europe,0.5971363636363637,0.8165454545454546,0.7045454545454545,0.8252272727272727,8.8295,6.64375,76.1,NA
Dominican Republic,Latin America,0.5954090909090909,0.8434090909090909,0.8131363636363637,0.821,11.1441,29.14375,72.98181818181818,6.4825
Burkina Faso,Africa,0.5949090909090909,0.6812727272727273,0.42563636363636365,0.7504545454545455,1.7697,78.14375,57.78636363636364,1.2920454545454545
El Salvador,Latin America,0.5929090909090909,0.4622727272727273,0.7064090909090909,0.7171818181818181,4.5365,19.50625,74.42272727272727,5.7575
Paraguay,Latin America,0.5900909090909091,0.7474545454545455,0.8072272727272727,0.698,7.3059,22.2625,76.02272727272727,6.970000000000001
Timor-Leste,Asia,0.5895454545454546,0.4365,0.30252380952380953,0.747,2.87905,61.88125,69.11818181818182,NA
Guatemala,Latin America,0.5783181818181818,0.7275,0.7709545454545454,0.6675909090909091,6.1442499999999995,31.26875,70.24545454545455,5.355
Lesotho,Africa,0.5681818181818181,0.4960909090909091,0.5509999999999999,0.7885454545454545,2.617,80.3125,47.94090909090909,6.2735
Moldova,Eastern Europe,0.561,0.5181363636363636,0.7401363636363636,0.8655909090909091,5.136,17.01875,71.22272727272727,9.905000000000001
Georgia,Eastern Europe,0.5608636363636363,0.4127727272727273,0.26286363636363635,0.8211818181818182,8.15935,19.14375,72.1,10.844454545454544
Niger,Africa,0.5495909090909091,0.4536818181818182,0.5767727272727272,0.7069545454545454,1.0151,75.80625,58.38636363636364,1.24
Liberia,Africa,0.5385909090909091,0.6730454545454545,0.8645454545454545,0.7871363636363636,0.9951,80.0375,61.345454545454544,5.0532272727272725
Solomon Islands,Asia,0.5314090909090909,0.7776363636363637,0.59059090909090906,0.46354545454545454,2.2055,26.5125,57.763636363636365,NA
North Macedonia,Eastern Europe,0.5281363636363636,0.6441363636363636,0.6297272727272727,0.8365454545454545,10.702,9.91875,73.1,NA
Serbia,Eastern Europe,0.523,0.5273181818181818,0.6512272727272728,0.8389090909090909,10.6913,7.63125,73.9590909090909,NA
Mali,Africa,0.5209545454545454,0.6650454545454545,0.8236818181818182,0.6808181818181818,1.83075,91.725,58.236363636363635,1.4275
Sri Lanka,Asia,0.5084090909090909,0.48654545454545456,0.5085454545454545,0.6691363636363636,8.7958,11.01875,74.7090909090909,7.301
Philippines,Asia,0.5077272727272727,0.7236363636363636,0.7190454545454545,0.8346818181818182,5.38605,26.125,70.78181818181818,8.17
Malawi,Africa,0.504909090909091,0.5664545454545454,0.6498636363636364,0.764,1.1723,66.70625,56.17727272727273,4.5809999999999995
Turkey,Middle East,0.5048181818181818,0.47395454545454546,0.5752272727272727,0.5548181818181818,17.17795,20.40625,76.91363636363636,6.6375
Sierra Leone,Africa,0.5040454545454546,0.6531818181818182,0.7787272727272727,0.7092727272727273,1.40105,116.75,56.56818181818182,3.9000000000000004
Albania,Eastern Europe,0.503909090909091,0.7287727272727272,0.7709090909090909,0.7982272727272727,8.3326,16.925,77.45,NA
Kosovo,Eastern Europe,0.49836363636363634,0.6580454545454545,0.48418181818181816,0.6611,5.72265,NA,NA,NA
Nigeria,Africa,0.48554545454545456,0.8142727272727273,0.9278181818181819,0.7107727272727272,3.5471,89.55625,59.74090909090909,4.3575
Honduras,Latin America,0.4738636363636364,0.8176818181818182,0.8408181818181818,0.7145,4.12025,23.1875,70.85454545454546,5.7
Montenegro,Eastern Europe,0.4737727272727273,0.6544090909090909,0.5245909090909091,0.81125,11.9416,8.05,74.67272727272727,NA
Ukraine,Eastern Europe,0.46749999999999997,0.5129545454545454,0.8225,0.844,8.6914,11.425,70.67272727272727,11.3535
Zambia,Africa,0.46736363636363637,0.5347727272727273,0.32481818181818184,0.7231818181818181,2.3763,64.2125,55.45454545454545,6.2515
Seychelles,Africa,0.4672727272727273,0.3879090909090909,0.28086363636363637,0.8217727272727272,22.3557,12.18125,72.94545454545455,10.264681818181817
Ivory Coast,Africa,0.4576818181818182,0.6495454545454545,0.6156818181818182,0.6983636363636363,2.7245,83.01875,57.82727272727273,3.6399999999999997
Guinea-Bissau,Africa,0.45604545454545453,0.6927272727272727,0.8630909090909091,0.6579545454545455,1.44275,82.375,56.36363636363636,NA
Papua New Guinea,Asia,0.4531363636363636,0.884,0.6568636363636364,0.45277272727272727,3.1848,52.4625,63.3,NA
Lebanon,Middle East,0.4530909090909091,0.841,0.7397727272727272,0.5275909090909091,10.477549999999999,10.9375,75.7,8.5285
Kenya,Africa,0.4520909090909091,0.6732272727272728,0.7400454545454546,0.6575,2.5621,49.2625,60.99090909090909,6.365
Nepal,Asia,0.44681818181818184,0.398,0.7520454545454546,0.6905,1.9606,42.25625,68.88181818181818,4.070545454545455
Tanzania,Africa,0.4455454545454545,0.482,0.524090909090909,0.7994545454545455,1.89275,52.95,61.127272727272725,3.5838636363636365
Nicaragua,Latin America,0.43745454545454543,0.6237272727272727,0.8095,0.75,4.0988999999999995,24.61875,74.39545454545454,6.9
Tunisia,Middle East,0.4358181818181818,0.5421818181818182,0.5948636363636364,0.7765454545454545,9.8987,17.8375,76.19090909090909,6.085045454545455
Mozambique,Africa,0.4330909090909091,0.49018181818181816,0.5293181818181818,0.7827727272727273,1.32075,82.0125,54.46818181818182,2.6075
Madagascar,Africa,0.4315,0.7291363636363637,0.8303181818181818,0.7224090909090909,1.24895,49.34375,62.78181818181818,4.0325
Armenia,Eastern Europe,0.4233181818181818,0.6420454545454546,0.7633181818181818,0.7657272727272727,8.28415,18.80625,74.10454545454546,10.764
Comoros,Africa,0.40563636363636363,0.7285,0.7354090909090909,0.5134545454545455,2.31195,65.8875,65.76818181818182,NA
Haiti,Latin America,0.4024090909090909,0.8071818181818182,0.8529090909090908,0.4370909090909091,1.63735,64.25,59.52272727272727,4.035954545454546
Bhutan,Asia,0.40159090909090905,0.45486363636363636,0.12554545454545454,0.7212727272727273,7.7658000000000005,40.74375,70.68636363636364,NA
Togo,Africa,0.39390909090909093,0.5612272727272727,0.8001363636363636,0.7377727272727272,1.40405,63.64375,60.195454545454545,4.707818181818182
Maldives,Asia,0.38936363636363636,0.4225,0.6515,0.5692272727272727,11.709,17.20625,77.06363636363636,NA
Singapore,Asia,0.3876818181818182,0.1905,0.007909090909090909,0.8125909090909091,55.62145,2.3625,82.67727272727272,10.213090909090909
Somaliland,Africa,0.3854090909090909,0.6706363636363637,0.6750909090909091,0.4944545454545455,NA,NA,NA,NA
Venezuela,Latin America,0.38436363636363635,0.7955454545454546,0.9203181818181818,0.8207727272727272,9.78405,15.275,74.91818181818182,6.58
Mauritania,Africa,0.3841363636363636,0.7418636363636364,0.8239090909090909,0.5792727272727273,3.2871,71.86875,67.88636363636364,4.209636363636363
Pakistan,Asia,0.37822727272727275,0.7708636363636364,0.8234545454545454,0.5619545454545454,3.84365,76.74375,63.42272727272727,5.5325
Kyrgyzstan,Eastern Europe,0.3755909090909091,0.7640454545454545,0.857,0.7262727272727273,3.80735,30.21875,70.01363636363637,10.223818181818181
Gabon,Africa,0.36877272727272725,0.5608181818181819,0.8489545454545454,0.7391363636363636,11.2905,46.2125,63.75,5.5058181818181815
Bangladesh,Asia,0.362,0.4889090909090909,0.8791818181818182,0.6721818181818182,2.6189,45.73125,70.57727272727273,4.6225000000000005
Hong Kong,Asia,0.35359090909090907,0.2765,0.10709090909090908,0.9067272727272727,NA,NA,NA,NA
Thailand,Asia,0.3475909090909091,0.5853181818181818,0.7064545454545454,0.7483636363636363,13.0229,14.15625,76.41818181818182,7.835
Iraq,Middle East,0.3465909090909091,0.7368636363636364,0.8111363636363637,0.4836818181818182,8.09775,31.3625,70.15,6.635
Palestine/West Bank,Middle East,0.34404545454545454,0.3342727272727273,0.2750909090909091,0.6163181818181818,NA,21.2375,72.36818181818181,NA
Central African Republic,Africa,0.3311363636363636,0.8178181818181818,0.8273181818181818,0.5816363636363636,0.8858,104.65625,47.81818181818182,2.973
Fiji,Asia,0.331,0.40754545454545454,0.27004545454545453,0.6113636363636363,8.09995,20.1,67.49545454545455,8.13881818181818
Malaysia,Asia,0.33054545454545453,0.5468181818181819,0.547590909090909,0.6868636363636365,19.7649,7.00625,74.47727272727272,9.46
Cameroon,Africa,0.3249090909090909,0.7972272727272728,0.925409090909091,0.708590909090909,2.5639,72.85625,58.25454545454546,4.99
Algeria,Middle East,0.322,0.655,0.6714545454545455,0.6811363636363637,11.30095,26.75625,74.23181818181818,7.0875
Afghanistan,Asia,0.3165454545454546,0.7082272727272727,0.8860454545454546,0.4353181818181818,1.3868,80.16875,59.94090909090909,3.4865909090909093
Uganda,Africa,0.31431818181818183,0.6151363636363636,0.8064090909090909,0.8028636363636363,1.70275,60.08125,59.18636363636364,4.2375
The Gambia,Africa,0.3105909090909091,0.5495454545454546,0.5254545454545454,0.6144090909090909,2.2382,54.68125,64.04545454545455,3.3730454545454545
Kuwait,Middle East,0.307,0.6325454545454545,0.5228636363636364,0.4138636363636364,54.216499999999996,9.48125,80.11363636363636,NA
Russia,Eastern Europe,0.307,0.4974545454545455,0.7529545454545454,0.7113181818181817,20.7606,12.8625,69.12272727272727,9.56
Guinea,Africa,0.3018636363636364,0.7112727272727273,0.908,0.4490454545454545,2.02675,79.29375,57.75909090909091,3.0876363636363635
Zanzibar,Africa,0.2927727272727273,0.5201818181818182,0.7338181818181818,0.71775,NA,NA,NA,NA
Democratic Republic of the Congo,Africa,0.2925,0.7762272727272728,0.9382272727272727,0.4712727272727273,0.6967,90.60625,59.52727272727273,3.5635
Cambodia,Asia,0.2871818181818182,0.7487727272727273,0.8925454545454545,0.5759090909090909,2.75705,47.2625,66.36818181818182,5.827772727272728
Zimbabwe,Africa,0.2749090909090909,0.7211818181818181,0.7898181818181819,0.7063181818181818,2.54895,57.05,53.4,7.754409090909091
Chad,Africa,0.27222727272727276,0.9074090909090909,0.9568636363636364,0.5320909090909091,1.625,96.38125,56.50909090909091,5.739181818181818
Morocco,Middle East,0.25981818181818184,0.5711363636363637,0.6354545454545455,0.698590909090909,6.51385,31.93125,71.75454545454545,4.217499999999999
Angola,Africa,0.2586363636363636,0.7049090909090909,0.7964545454545454,0.6668636363636363,5.07685,114.3,60.03636363636364,2.8325
Burundi,Africa,0.253,0.7772272727272728,0.8094090909090909,0.6206363636363637,0.75735,72.4,56.94090909090909,2.2405
Ethiopia,Africa,0.25077272727272726,0.49013636363636365,0.5467727272727273,0.5767272727272728,1.1993,61.9625,62.20909090909091,NA
Djibouti,Africa,0.25036363636363634,0.7035454545454546,0.7144090909090909,0.5314090909090909,3.53105,66.76875,63.595454545454544,NA
Yemen,Middle East,0.24495454545454545,0.7568181818181818,0.9031818181818182,0.21713636363636363,2.74175,49.35,66.70454545454545,NA
Kazakhstan,Eastern Europe,0.24377272727272728,0.6818181818181818,0.8457727272727272,0.7915454545454546,17.1572,24.20625,67.98636363636363,11.547181818181818
Jordan,Middle East,0.24331818181818182,0.5491363636363636,0.48918181818181816,0.5915454545454546,7.16375,19.15,76.25454545454545,8.887954545454546
Belarus,Eastern Europe,0.24045454545454545,0.10863636363636364,0.3578181818181818,0.842,16.3056,6.39375,71.33636363636363,10.118636363636364
Republic of the Congo,Africa,0.24022727272727273,0.8647272727272727,0.8432272727272727,0.33045454545454545,3.5025,53.1875,60.45,5.8042727272727275
Burma/Myanmar,Asia,0.2190909090909091,0.5824545454545454,0.7119090909090909,0.43586363636363634,3.5886,49.99375,64.51363636363637,5.5775
Sudan,Africa,0.2139090909090909,0.6608636363636363,0.7140454545454545,0.375,3.5034,56.98125,67.31818181818181,NA
Tajikistan,Eastern Europe,0.2131818181818182,0.6656363636363637,0.9138636363636364,0.47445454545454546,2.67805,51.55625,68.17727272727272,9.395090909090909
Azerbaijan,Eastern Europe,0.21145454545454545,0.8091818181818182,0.9520454545454545,0.6289545454545454,10.8242,40.55625,68.96363636363637,10.759500000000001
Rwanda,Africa,0.20545454545454545,0.258,0.44872727272727275,0.8183181818181818,1.6065,61.06875,62.70454545454545,3.3021818181818183
Egypt,Middle East,0.2044090909090909,0.7330454545454546,0.7999090909090909,0.40813636363636363,7.1676,27.30625,69.5909090909091,7.4975
Iran,Middle East,0.1989090909090909,0.3413181818181818,0.7321818181818182,0.3936818181818182,10.47545,19.675,75.19545454545454,6.0675
Libya,Middle East,0.18359090909090908,0.5527727272727273,0.8268636363636364,0.30054545454545456,14.11865,17.3,75.58636363636364,7.712272727272727
Equatorial Guinea,Africa,0.1832272727272727,0.8436818181818182,0.8628181818181818,0.43677272727272726,29.2344,85.6625,63.15,NA
Vietnam,Asia,0.18231818181818182,0.15904545454545455,0.5112727272727273,0.7392272727272727,4.48115,21.34375,73.38636363636364,6.203863636363637
Somalia,Africa,0.18031818181818182,0.9108181818181817,0.9317727272727273,0.2740909090909091,1.68465,99.3125,55.14090909090909,1.562681818181818
South Sudan,Africa,0.1801818181818182,0.8154545454545454,0.8631818181818182,0.4557272727272727,22.4,64.14,62.19090909090909,NA
Uzbekistan,Eastern Europe,0.1703181818181818,0.7039545454545454,0.8374090909090909,0.5265,7.30335,42.925,66.45,10.2735
Bahrain,Middle East,0.1675,0.4343181818181818,0.7192352941176471,0.42922727272727274,29.13075,8.15625,74.85909090909091,NA
Oman,Middle East,0.1583181818181818,0.5212272727272728,0.2621818181818182,0.374,25.7306,10.96875,71.28181818181818,NA
Cuba,Latin America,0.15331818181818183,0.5317272727272727,0.4499090909090909,0.6630909090909091,6.96525,5.03125,78.31363636363636,9.9475
Syria,Middle East,0.1449090909090909,0.7862727272727272,0.9210454545454546,0.4085909090909091,4.71395,14.9375,71.63636363636364,7.785
Palestine/Gaza,Middle East,0.1388,0.46713333333333334,0.47213333333333335,0.41273333333333334,NA,NA,NA,NA
Eswatini,Africa,0.13018181818181818,0.41645454545454547,0.5215909090909091,0.4054090909090909,7.85665,NA,NA,7.625
Turkmenistan,Eastern Europe,0.11754545454545454,0.8047272727272727,0.8967272727272727,0.3851363636363636,14.41185,54.31875,68.62727272727273,NA
Laos,Asia,0.0985,0.21377272727272728,0.7629545454545454,0.4752272727272727,3.9142,65.33125,64.73636363636363,5.273
China,Asia,0.0900909090909091,0.2559090909090909,0.4475909090909091,0.6465000000000001,9.8844,17.8,74.99090909090908,7.4866363636363635
North Korea,Asia,0.08618181818181818,0.49313636363636365,0.7073636363636363,0.2928636363636363,1.819,27.3625,70.47727272727273,7.108
Eritrea,Africa,0.0725909090909091,0.7585000000000001,0.6360909090909092,0.20036363636363635,21.72005,44.16875,60.14545454545455,NA
Qatar,Middle East,0.07027272727272728,0.8219090909090909,0.412,0.3589375,84.5692,8.41875,73.7909090909091,NA
United Arab Emirates,Middle East,0.06604545454545455,0.6007272727272727,0.11931818181818182,0.3946363636363636,74.1809,7.8125,71.33181818181818,NA
Saudi Arabia,Middle East,0.01740909090909091,0.623,0.45463636363636367,0.209,30.80075,15.76875,72.36363636363636,8.120272727272727
