event_id,date,gov_deaths,rebel_deaths,civilian_deaths,deaths,where_coordinates,geometry
415988,2021-10-03T00:00:00Z,28,0,0,28,Umm Rish camp,"c(45.405548, 15.134047)"
424807,2021-10-03T00:00:00Z,0,0,1,1,Salibah village,"c(45.2119, 14.85905)"
419509,2021-10-04T00:00:00Z,0,0,2,2,Ar Raqw village,"c(43.202825, 17.255265)"
419512,2021-10-05T00:00:00Z,0,0,1,1,Banī al Mishsh village,"c(43.10516, 16.22831)"
419513,2021-10-06T00:00:00Z,0,0,1,1,Māti‘ village,"c(43.936247, 13.562893)"
419514,2021-10-06T00:00:00Z,0,0,2,2,Qiran village,"c(43.890053, 13.692477)"
419515,2021-10-06T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
419511,2021-10-06T00:00:00Z,0,0,3,3,Main road in Shadā’ district,"c(43.2115, 16.87076)"
419551,2021-10-07T00:00:00Z,0,0,2,2,Lujbah village,"c(43.76217, 17.24028)"
419835,2021-10-08T00:00:00Z,1,0,0,1,Khashina military base,"c(45.364167, 15.049722)"
419555,2021-10-09T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
419557,2021-10-09T00:00:00Z,0,0,1,1,Hays town,"c(43.483099, 13.931702)"
419558,2021-10-10T00:00:00Z,0,0,1,1,Anin village,"c(43.868847, 13.537954)"
419842,2021-10-10T00:00:00Z,156,0,0,156,Masjid village,"c(45.37331, 14.63146)"
419848,2021-10-10T00:00:00Z,0,0,0,6,‘Adan town,"c(45.036667, 12.779444)"
419562,2021-10-11T00:00:00Z,0,0,1,1,Al Ḩazm town,"c(44.776919, 16.164056)"
419579,2021-10-13T00:00:00Z,0,0,1,1,Sharaf village,"c(44.1861, 13.378136)"
419574,2021-10-13T00:00:00Z,0,0,4,4,Judaydah town,"c(45.300481, 15.075021)"
419923,2021-10-15T00:00:00Z,0,20,0,20,Al Aqta village,"c(45.35123, 14.66217)"
419594,2021-10-15T00:00:00Z,0,0,1,1,Āl Sālim village,"c(44.123733, 16.927533)"
419596,2021-10-15T00:00:00Z,0,0,1,1,Al Aqta village,"c(45.35123, 14.66217)"
424418,2021-10-15T00:00:00Z,2,0,0,2,Hayd al Ahmad mountain,"c(45.16292, 14.96073)"
419602,2021-10-16T00:00:00Z,0,0,1,1,Wasit town,"c(45.31164, 15.02823)"
419599,2021-10-17T00:00:00Z,0,0,1,1,Al Umm Shaykh area,"c(43.21884, 17.10076)"
419604,2021-10-19T00:00:00Z,0,0,2,2,Barman town,"c(45.39772, 13.924718)"
419697,2021-10-19T00:00:00Z,0,0,1,1,Ta'izz town,"c(44.020908, 13.579522)"
419931,2021-10-19T00:00:00Z,24,0,0,24,Kassara checkpoint,"c(45.126389, 15.544167)"
419932,2021-10-19T00:00:00Z,24,0,0,24,Al Jawbah village,"c(45.283333, 15.25)"
419933,2021-10-20T00:00:00Z,41,0,0,41,Al Jawbah village,"c(45.283333, 15.25)"
419934,2021-10-20T00:00:00Z,41,0,0,41,Kassara checkpoint,"c(45.126389, 15.544167)"
419698,2021-10-20T00:00:00Z,0,0,1,1,Mahdah village,"c(43.716651, 16.927458)"
419699,2021-10-20T00:00:00Z,0,0,2,2,Shuayrah village,"c(43.16859, 16.90715)"
419704,2021-10-20T00:00:00Z,0,0,1,1,Ta'izz town,"c(44.020908, 13.579522)"
419936,2021-10-21T00:00:00Z,46,0,0,46,Al Jawbah village,"c(45.283333, 15.25)"
419937,2021-10-21T00:00:00Z,46,0,0,46,Kassara checkpoint,"c(45.126389, 15.544167)"
424813,2021-10-21T00:00:00Z,0,0,1,1,Şan‘ā’ city,"c(44.206667, 15.354722)"
419700,2021-10-23T00:00:00Z,0,0,1,1,Al Umm Shaykh area,"c(43.21884, 17.10076)"
419701,2021-10-23T00:00:00Z,0,0,1,1,Hanakah village,"c(45.36927, 14.63894)"
419703,2021-10-24T00:00:00Z,0,0,2,2,Izzah village,"c(43.23911, 17.14136)"
419705,2021-10-24T00:00:00Z,0,0,1,1,Adun village,"c(43.984926, 13.62054)"
419961,2021-10-25T00:00:00Z,53,0,0,53,Al Jawbah village,"c(45.283333, 15.25)"
419963,2021-10-25T00:00:00Z,52,0,0,52,Kassara checkpoint,"c(45.126389, 15.544167)"
419966,2021-10-26T00:00:00Z,43,0,0,43,Al Jawbah village,"c(45.283333, 15.25)"
419967,2021-10-26T00:00:00Z,42,0,0,42,Kassara checkpoint,"c(45.126389, 15.544167)"
419706,2021-10-26T00:00:00Z,0,0,3,3,Ad Durayhimī town,"c(43.055048, 14.637019)"
419708,2021-10-26T00:00:00Z,0,0,1,1,Aqrūḑ subdistrict,"c(44.05123, 13.43504)"
419710,2021-10-27T00:00:00Z,0,0,1,1,Jarashah town,"c(45.261753, 15.129589)"
419973,2021-10-27T00:00:00Z,53,0,0,53,Kassara checkpoint,"c(45.126389, 15.544167)"
419975,2021-10-27T00:00:00Z,52,0,0,52,Al Jawbah village,"c(45.283333, 15.25)"
419983,2021-10-28T00:00:00Z,48,0,0,48,Kassara checkpoint,"c(45.126389, 15.544167)"
419985,2021-10-28T00:00:00Z,47,0,0,47,Al Jawbah village,"c(45.283333, 15.25)"
419524,2021-10-28T00:00:00Z,0,0,13,13,Amoud village,"c(45.279569, 15.278466)"
419527,2021-10-28T00:00:00Z,2,0,0,2,Mashjah area,"c(45.08406, 15.465293)"
419531,2021-10-30T00:00:00Z,37,0,0,37,Kassara checkpoint,"c(45.126389, 15.544167)"
419532,2021-10-30T00:00:00Z,10,0,0,10,Umm Rish camp,"c(45.405548, 15.134047)"
419727,2021-10-30T00:00:00Z,0,0,9,9,'Adan Airport,"c(45.029722, 12.828611)"
419731,2021-10-30T00:00:00Z,0,0,3,3,Ta'izz town,"c(44.020908, 13.579522)"
419518,2021-10-31T00:00:00Z,0,0,39,39,Amoud village,"c(45.279569, 15.278466)"
420014,2021-10-31T00:00:00Z,7,0,0,7,Ta'izz town,"c(44.020908, 13.579522)"
419733,2021-11-02T00:00:00Z,0,0,3,3,Ashab village,"c(43.912036, 13.556889)"
419738,2021-11-02T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
422708,2021-11-02T00:00:00Z,145,0,0,145,Arak village,"c(45.19611, 15.32708)"
419740,2021-11-03T00:00:00Z,0,0,1,1,Maḩjazah locality,"c(44.89093, 15.51919)"
419795,2021-11-03T00:00:00Z,39,0,0,39,Umm Rish camp,"c(45.405548, 15.134047)"
420020,2021-11-03T00:00:00Z,38,0,0,38,Arak village,"c(45.19611, 15.32708)"
422716,2021-11-04T00:00:00Z,115,0,0,115,Marib town,"c(45.325301, 15.460977)"
422718,2021-11-05T00:00:00Z,0,0,4,4,Al Umm Shaykh area,"c(43.21884, 17.10076)"
422944,2021-11-05T00:00:00Z,39,0,0,39,Khanjar camp,"c(45.320662, 16.674097)"
422942,2021-11-06T00:00:00Z,69,0,0,69,Kassara checkpoint,"c(45.126389, 15.544167)"
422721,2021-11-06T00:00:00Z,69,0,0,69,Amoud village,"c(45.279569, 15.278466)"
423979,2021-11-06T00:00:00Z,0,0,2,2,Lujbah village,"c(43.76217, 17.24028)"
422729,2021-11-08T00:00:00Z,55,0,0,55,Marib town,"c(45.325301, 15.460977)"
422949,2021-11-08T00:00:00Z,55,0,0,55,Khanjar camp,"c(45.320662, 16.674097)"
423981,2021-11-08T00:00:00Z,0,0,2,2,Al Umm Shaykh area,"c(43.21884, 17.10076)"
423982,2021-11-09T00:00:00Z,0,0,2,2,Ar Raqw village,"c(43.202825, 17.255265)"
422755,2021-11-09T00:00:00Z,60,35,0,95,Amoud village,"c(45.279569, 15.278466)"
423984,2021-11-10T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
423992,2021-11-11T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
423995,2021-11-12T00:00:00Z,0,0,4,4,At Tuḩaytā’ town,"c(43.226369, 14.18356)"
422811,2021-11-12T00:00:00Z,186,0,0,186,Şirwāḩ town,"c(45.018915, 15.449328)"
422817,2021-11-13T00:00:00Z,0,0,4,4,Al Fāzzah village,"c(43.101625, 14.103089)"
422832,2021-11-13T00:00:00Z,80,14,0,94,Marib town,"c(45.325301, 15.460977)"
422834,2021-11-14T00:00:00Z,140,0,0,140,Jabal Balaq al Awsat mountain,"c(45.28, 15.36)"
423996,2021-11-14T00:00:00Z,0,0,1,1,Ta'izz town,"c(44.020908, 13.579522)"
423994,2021-11-14T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
423998,2021-11-14T00:00:00Z,0,0,3,3,Hays town,"c(43.483099, 13.931702)"
423999,2021-11-14T00:00:00Z,0,0,3,3,Hays town,"c(43.483099, 13.931702)"
422930,2021-11-15T00:00:00Z,130,0,0,130,Marib town,"c(45.325301, 15.460977)"
424066,2021-11-17T00:00:00Z,0,0,1,1,Marawiah town,"c(43.156782, 14.832893)"
424001,2021-11-17T00:00:00Z,0,0,1,1,Kilo 16 crossroads,"c(43.0725, 14.796667)"
422967,2021-11-17T00:00:00Z,100,0,0,100,Jabal Balaq al Awsat mountain,"c(45.28, 15.36)"
424068,2021-11-18T00:00:00Z,0,0,1,2,Banī al Hādī village,"c(43.19721, 14.14681)"
424134,2021-11-18T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
424114,2021-11-18T00:00:00Z,0,0,1,1,Al Umm Shaykh area,"c(43.21884, 17.10076)"
424160,2021-11-19T00:00:00Z,15,0,0,15,Nakhlah village,"c(43.562738, 13.91374)"
424161,2021-11-19T00:00:00Z,13,0,0,13,Marir town,"c(43.59547, 13.98178)"
424162,2021-11-19T00:00:00Z,15,0,0,15,Ruwaynah village,"c(43.487724, 13.869054)"
422968,2021-11-19T00:00:00Z,0,0,1,1,Hays town,"c(43.483099, 13.931702)"
422980,2021-11-19T00:00:00Z,2,2,0,24,Al Mukhā’ town,"c(43.244799, 13.319453)"
424065,2021-11-20T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
424069,2021-11-21T00:00:00Z,0,0,1,1,Marir town,"c(43.59547, 13.98178)"
424082,2021-11-22T00:00:00Z,0,0,1,1,Marir town,"c(43.59547, 13.98178)"
424083,2021-11-23T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
422985,2021-11-23T00:00:00Z,0,0,0,1,Al Barḩ town,"c(43.703378, 13.440646)"
423015,2021-11-24T00:00:00Z,0,0,1,1,Munāwab village,"c(43.77555, 13.47942)"
424084,2021-11-24T00:00:00Z,0,0,4,4,Şan‘ā’ city,"c(44.206667, 15.354722)"
424090,2021-11-25T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
424126,2021-11-25T00:00:00Z,0,0,1,1,Haymah village,"c(43.203845, 13.920299)"
423014,2021-11-26T00:00:00Z,0,0,1,1,Suwayhirah village,"c(43.54343, 13.89217)"
423031,2021-11-27T00:00:00Z,32,0,0,32,Kassara checkpoint,"c(45.126389, 15.544167)"
423032,2021-11-27T00:00:00Z,31,0,0,31,Amoud village,"c(45.279569, 15.278466)"
423029,2021-11-27T00:00:00Z,32,0,0,32,Mashjah area,"c(45.08406, 15.465293)"
424139,2021-11-27T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
423027,2021-11-28T00:00:00Z,15,0,0,15,Jabal Balaq al Awsat mountain,"c(45.28, 15.36)"
423036,2021-11-28T00:00:00Z,42,0,0,42,Al Yatmah subdistrict,"c(45.795595, 17.022924)"
423049,2021-12-01T00:00:00Z,0,0,3,3,Ar Raqw village,"c(43.202825, 17.255265)"
424531,2021-12-02T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
424532,2021-12-03T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
423423,2021-12-03T00:00:00Z,5,0,13,18,Hakimah village,"c(43.58268, 13.84721)"
424534,2021-12-04T00:00:00Z,0,0,1,1,Al Ḩaymah as Suflá area,"c(44.06, 13.70564)"
424535,2021-12-04T00:00:00Z,0,0,1,1,Al Barḩ town,"c(43.703378, 13.440646)"
425102,2021-12-04T00:00:00Z,25,0,0,25,Jabal Balaq al Awsat mountain,"c(45.28, 15.36)"
424536,2021-12-05T00:00:00Z,0,0,1,1,Jilab village,"c(43.20544, 13.90926)"
424537,2021-12-06T00:00:00Z,0,0,2,2,Aţ Ţufaylī village,"c(43.579861, 13.849139)"
424539,2021-12-06T00:00:00Z,0,0,4,4,Ar Raqw village,"c(43.202825, 17.255265)"
424540,2021-12-07T00:00:00Z,0,0,0,8,Damin village,"c(43.59846, 13.74448)"
424545,2021-12-07T00:00:00Z,0,0,1,1,Qa‘ţabah town,"c(44.705805, 13.854933)"
424547,2021-12-07T00:00:00Z,0,0,1,1,Ash Shawāriq village,"c(43.29048, 16.89382)"
424548,2021-12-07T00:00:00Z,0,0,3,3,Wādī ‘Alāf valley,"c(43.658, 16.8855)"
426052,2021-12-08T00:00:00Z,2,0,0,2,Balaq al Sharqi mountain range,"c(45.39, 15.295)"
426053,2021-12-08T00:00:00Z,10,0,0,10,Umm Rish camp,"c(45.405548, 15.134047)"
424598,2021-12-09T00:00:00Z,0,0,2,2,Aţ Ţufaylī village,"c(43.579861, 13.849139)"
424599,2021-12-09T00:00:00Z,0,0,1,1,Ash Shi‘b village,"c(43.435485, 13.932572)"
424600,2021-12-09T00:00:00Z,0,0,1,1,Zuma village,"c(43.591759, 13.957661)"
425164,2021-12-09T00:00:00Z,2,0,0,2,Balaq al Sharqi mountain range,"c(45.39, 15.295)"
424602,2021-12-10T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
424601,2021-12-11T00:00:00Z,0,0,3,3,Banī al Ḩaddād village,"c(42.98819, 16.45506)"
425232,2021-12-11T00:00:00Z,37,0,0,37,Mashjah area,"c(45.08406, 15.465293)"
426059,2021-12-11T00:00:00Z,37,0,0,37,Kassara checkpoint,"c(45.126389, 15.544167)"
426060,2021-12-11T00:00:00Z,37,0,0,37,Amoud village,"c(45.279569, 15.278466)"
426061,2021-12-11T00:00:00Z,37,0,0,37,Falaj al Gharbiyah village,"c(45.314444, 15.336944)"
426062,2021-12-11T00:00:00Z,37,0,0,37,Umm Rish camp,"c(45.405548, 15.134047)"
426055,2021-12-12T00:00:00Z,15,0,0,15,Qarn al Ladha mountain,"c(45.357778, 15.249444)"
425234,2021-12-12T00:00:00Z,42,28,0,70,Balaq al Sharqi mountain range,"c(45.39, 15.295)"
424604,2021-12-12T00:00:00Z,0,0,1,1,Border between Shadā’ district and Saudi Arabia,"c(43.1473, 16.9254)"
424605,2021-12-14T00:00:00Z,0,0,2,2,At Tuḩaytā’ town,"c(43.226369, 14.18356)"
424606,2021-12-14T00:00:00Z,0,0,2,2,Maqāni village,"c(43.49684, 13.91961)"
426063,2021-12-14T00:00:00Z,10,0,0,10,Balaq al Sharqi mountain range,"c(45.39, 15.295)"
424607,2021-12-15T00:00:00Z,0,0,2,2,Al Barḩ town,"c(43.703378, 13.440646)"
424609,2021-12-15T00:00:00Z,0,0,2,2,Marir town,"c(43.59547, 13.98178)"
424620,2021-12-19T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
424623,2021-12-19T00:00:00Z,0,0,1,1,Hait village,"c(43.053185, 14.61737)"
424624,2021-12-19T00:00:00Z,0,0,1,1,Majā‘ishah area,"c(43.55438, 13.74818)"
425273,2021-12-20T00:00:00Z,14,0,0,14,Jabal Balaq al Awsat mountain,"c(45.28, 15.36)"
425430,2021-12-22T00:00:00Z,0,1,0,1,Yatmah town,"c(45.053996, 16.981571)"
424635,2021-12-23T00:00:00Z,0,0,1,1,Hays town,"c(43.483099, 13.931702)"
424636,2021-12-24T00:00:00Z,0,0,3,3,Ijāmah village,"c(43.54079, 15.48339)"
424633,2021-12-24T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
424630,2021-12-25T00:00:00Z,0,0,3,4,Jabir village,"c(45.33872, 15.383263)"
425431,2021-12-25T00:00:00Z,0,2,0,2,Yatmah town,"c(45.053996, 16.981571)"
425432,2021-12-26T00:00:00Z,3,18,0,21,Balaq al Sharqi mountain range,"c(45.39, 15.295)"
425436,2021-12-27T00:00:00Z,14,2,0,16,Tuwayr village,"c(43.815208, 13.390416)"
425493,2021-12-27T00:00:00Z,0,0,1,1,Malaqi village,"c(43.580288, 13.844263)"
425487,2021-12-27T00:00:00Z,0,0,1,1,Ta'izz town,"c(44.020908, 13.579522)"
425496,2021-12-28T00:00:00Z,0,0,1,1,Marib town,"c(45.325301, 15.460977)"
425497,2021-12-29T00:00:00Z,0,0,1,1,Aţ Ţufaylī village,"c(43.579861, 13.849139)"
425447,2021-12-30T00:00:00Z,0,7,0,7,Wādī Khamūmah valley,"c(46.25, 14.7)"
389673,2021-03-18T00:00:00Z,0,10,4,14,Aḩwar town,"c(46.713669, 13.52019)"
389675,2021-03-19T00:00:00Z,0,1,0,1,Ar Ritā‘ī village,"c(46.04615, 13.69811)"
389677,2021-03-28T00:00:00Z,0,0,1,1,Aḩwar town,"c(46.713669, 13.52019)"
410715,2021-04-26T00:00:00Z,0,0,0,1,Umm Khudayrah village,"c(46.05112, 13.71214)"
410726,2021-05-05T00:00:00Z,0,1,0,1,Thuwayrayn village,"c(46.01937, 13.8838)"
410732,2021-05-18T00:00:00Z,0,6,0,6,Aḩwar town,"c(46.713669, 13.52019)"
410731,2021-05-19T00:00:00Z,0,7,0,7,Ar Ritā‘ī village,"c(46.04615, 13.69811)"
405049,2021-06-11T00:00:00Z,1,7,1,9,Zinjibār town,"c(45.380728, 13.128712)"
424796,2021-07-10T00:00:00Z,0,2,0,2,Say’ūn town,"c(48.793333, 15.943333)"
410878,2021-07-12T00:00:00Z,0,0,0,0,Say’ūn town,"c(48.793333, 15.943333)"
424802,2021-08-01T00:00:00Z,0,2,0,2,Zinjibār town,"c(45.380728, 13.128712)"
420061,2021-10-11T00:00:00Z,0,0,0,0,Say’ūn town,"c(48.793333, 15.943333)"
423990,2021-11-13T00:00:00Z,2,0,1,3,Am Quwwah village,"c(45.91415, 14.43488)"
424238,2021-11-13T00:00:00Z,0,0,0,1,Hadba Aushan village,"c(45.465549, 15.546335)"
386655,2021-02-06T00:00:00Z,0,0,1,1,Jabal al Ulayb mountain,"c(44.77465, 14.56979)"
402996,2021-05-26T00:00:00Z,0,0,0,0,Jabal ash Shawb mountain,"c(44.883056, 14.659722)"
405561,2021-07-02T00:00:00Z,2,0,2,4,Lawdar town,"c(45.868586, 13.882824)"
412905,2021-08-19T00:00:00Z,0,0,0,0,Al Jalilah village,"c(44.742948, 13.728991)"
419801,2021-10-30T00:00:00Z,1,0,0,1,Alam military base,"c(46.741111, 14.953611)"
